PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|SF_TYPE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|PARKING_FEATURE|NO_BATHS|YEAR_BUILT_DESCRP|CONSTRUCTION|ROOF_MATERIAL|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|FLOORING|LOT_DESCRIPTION|BASEMENT_FEATURE|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|FEE_INTERVAL|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"SF"|73287349|"CN251501"|"AN1504"|"ACT"|614999|"166"|"FARM"||36||"02054"|"N"|"This beautiful and cozy Farmhouse-style Cape boasts 3-bedrooms and 1.5-bathrooms is packed with WOW factor and an open concept layout. Step inside and be captivated by the flow from the updated kitchen to the family room and dining area, creating a spacious and connected environment perfect for entertaining and everyday living. The kitchen blends functionality and flair, while the family room’s vaulted ceilings add an airy, elegant vibe. Gather around the fireplace in the living room, complete with built-ins that add both character and storage. Imagine starting your mornings with coffee in the cozy 3-season porch, or enjoying afternoons in the spacious, flat, nearly half-acre yard—ideal for outdoor fun, gardening, or soaking up the sunshine. The deck offers a solid foundation and needs sanding and repainting to bring it back to life—a perfect project for the new homeowner. Don’t just dream about this house—make it your"|39|9/11/2024 3:45:00 PM|0|"N"||"A"|"C"|16553|0.38|1741|0||"Y"|6|3|1|1|"N"|"1"|"21X12"|"C,W,K,4,41"|"1"|"13X12"|"K,41"|"1"|"16X14.5"|"G,72,K,L,4,X,41,48"|"1"|"13X11"|"K,U,5,48,51,64"|"2"|"13X17"|"I,K"|"1"|"13X11"|"V,K,2"|"2"|"13X14"|"V,K"|||||||"1"|"4X8"|"B,L"|"2"|"7X9"|"A,24,H,L"||||"B"|||"SUN"|"1"|"13X11"|"1,X,2,35,41,48"|||||||||||||||||||||"Norfolk"|"MA"|1954|466400|7658|"2024"|"A"|"1f;1h"|"B"|"A"|"A"|"Gray"|"A,7,O,W"|"D,V"|"A,C,D"|"P,S"|"A,I,M,Q"|"A"|3|"D,M"|0|"H"|"A"|"A"|"A"|"A,C,F,I,K,L,Y"|"N"|||||"N"|"See measurements on floor plans"|"N"||4|"N"|1741||
"SF"|73289710|"CT003894"|"AN6780"|"ACT"|800000|"27"|"Pollard Dr"||36||"02054"|"N"|"Nestled on a quiet, dead-end street in a friendly neighborhood, this spacious 6 BR home has tons of space for everything from craft space to family time/play time space, to work from home space.  The original structure is a 4-bed Cape-style home offering a perfect blend of charm and function. In addition, there is an attached 2-bedroom in-law, providing a private and convenient space for extended family or guests.  Or use the whole space as a single family home.  Each of the 4 BRs in the main house is spacious for your enjoyment.  There are 2 BRs up and 2 BRs down.  The in-law suite offers additional living space with 2 BRs (1 up and 1 down), bathroom, kitchenette area and large living room and finished walk-out basement.  In warmer weather enjoy your large deck overlooking the expansive backyard. The backyard truly shines in the spring and summer months, offering a private oasis with lush greenery—perfect for outdoor gatherings or simply enjoying a peaceful day by the pool."|27|9/13/2024 9:44:00 PM|0|"N"||"A"|"C"|19602|0.45|3750|0||"Y"|10|6|3|1||"1"|"19X12"|"C,K"|"1"|"11X14"|"K,P"|"1"|"21X18"|"72,K,8"|"1"|"11X11"|"7,O,P"|"1"|"16X16"|"K"|"2"|"19X15"|"K"|"2"|"12X18"|"K"|"2"|"24X15"||"1"|"10X11"||"1"||"A"|"2"||"A"|"B"||"A"|"1"||"B"|"BED"|"1"|"12X13"|"9"|"BTH"|"1"||"B"|"BNS"|"B"||"A,M"|||||||||||||"Norfolk"|"MA"|1960|663500|10895|"2024"|"A"|"3f;1h"|"A,D"|"A"|"A"|"White"|"A,7,H"||"A,E,I"|"D"||"A"|4|"D,M"|0|"B"|"F"|"A"|"A"|"A,C,F"|"N"||"N"|||"Y"|"Room measurements are approximate.  Living area from public record"|||6|"U"|2950|800|
"SF"|73289964|"BB805207"|"AN4883"|"ACT"|1899000|"10"|"Beech St"||36||"02054"|"N"|"Pristine newly remodeled 4 bedroom 3.5 bath home in a wonderful neighborhood on the Millis/Sherborn line. The first floor boasts an open floor plan with a gorgeous custom white true chef's kitchen with walnut accents and plenty of cabinet space, quartz countertops, stainless Thermador appliances, 3 ovens, large entertainment island, pantry with wet bar, dual zone wine storage, spacious family room with gas fireplace, sitting room, powder room & home office with beautiful hardwood floors throughout. The large primary bedroom suite features double walk-in closets & a large bathroom with oversized shower. Three additional bedrooms, full bath & laundry room complete the second floor. The spacious walkout lower level offers a game room, exercise room & full bath. The house has an alarm system, attached 2 car garage and amazing fenced edible landscaped backyard with fruit trees, berry bushes & garden as well as heated salt water pool with waterfall. OPEN HOUSE SUNDAY 11:30-1."|23|9/13/2024 4:12:00 PM|0|"N"||"A"|"A"|63162|1.45|4500|2|"A"|"Y"|9|4|3|1|"Y"|||||||"1"|"23X14"|"C,K"|"1"|"37X14"|"K,O,U,5,41,44,51,60"|"2"|"28X25"|"A,14,I,K"|"2"|"13X14"|"M"|"2"|"13X15"|"K"|"2"|"13X12"|"M"||||"1"|"5X7"|"B,L"|"2"|"11X11"|"A,14,19,L,U"|"2"|"8X11"|"A,14,21,L"|"2"|"8X12"|"L"|"SIT"|"1"|"13X9"|"K"|"OFC"|"1"|"13X10"|"K"|"BTH"|"B"|"10X5"|"A,22,L"|"EXC"|"B"|"29X14"||"GRM"|"B"|"32X27"|"M"|||||"Norfolk"|"MA"|2015|951700|15627|"2024"|"A"|"3f;1h"|"A"|"A"|"A"||"D,11,S,T"|"C,D"||"C"|"A,D,F,G"|"A"||"B,N"||"A"||"A"|"C"|"B,C,I,K,L,Q"|"N"|||||"Y"||||8|"N"|3300|1200|"A"
"SF"|73214090|"BB807181"|"BB0125"|"ACT"|1099000|"5"|"Thomas Mann Circle (Lot 3)"||37||"02056"|"N"|"Modern luxury meets elegant design in this stunning quick move-in home, under construction at Lakeland Hills.  Lakeland Hills, the newest neighborhood offered by the Premier Home Builder, Stonebridge Homes, offers something for everyone. The Dalton Grand plan features a welcoming foyer adjoining a formal dining space that leads to the kitchen.  The gorgeous kitchen is the perfect environment for entertaining guests with an oversized island, quartz, stainless steel appliances and walk-in pantry.  Thoughtfully designed flexible spaces are perfect for studying, working from home or casual living.  Secluded on the second floor is the expansive primary bedroom, complete with a resort-style bathroom suite and oversized walk-in closet.  An oversized loft greets you on the second level-a perfect space for casual living.  Two roomy secondary bedrooms, an additional bath and laundry room rounds out the second floor.  Home is ready for the final touch w/ a variety of appealing finishes to choose."|13|6/14/2024 9:31:00 AM|0|"N"|"Lakeland Hills"|"A"|"A"|10890|0.25|3064|3|"A,C,E"|"Y"|9|4|2|1|"Y"||||"1"||"K,2,64"|"1"||"K,2,64"|"1"||"K,2,5,64"|"2"||"I,64"|"2"||"V,64"|"2"||"V,64"|"2"||"V,64"||||"1"||"B,L,U"|"2"||"A,24,L"|"2"||"A,14,22,L"|"2"||"L"|"HMS"|"1"||"K,2"|"LIB"|"1"|||||||||||||||||||"Norfolk"|"MA"|2023|0|0|"2022"|"A,N"|"2f;1h"|"F"|"A"|"A"|"TBD"|"A,9,M,S,V"|"D"|"C,E,M,U"|"B,C,W"|"G,H,M,Q"|"A,C,I"|2|"B,N"|2|"A"|"D,H"|"A"|"C"|"A,C,F"|"N"||"N"||"N"|"N"|"First and Second Floor"|"Y"|"A"|5|"N"|3064||"F"
"SF"|73215274|"BB807181"|"BB0125"|"ACT"|1200000|"1"|"Thomas Mann Circle (Lot 1)"||37||"02056"|"N"|"The Fenway model home at Lakeland Hills is now ready for a quick closing (45-60 Days). This home welcomes you with a covered porch and two-story foyer that offers a sweeping view of the open-concept floor plan and luxurious finishes. The first-floor office and formal dining rooms flank the open foyer. The kitchen is connected to the main great room and casual dining space; with easy access a butlers pantry and outdoor space. The dining area, enhanced by dual windows, provides stunning views of the two-story foyer and connects to the kitchen. The primary bedroom features an oversized walk-in closet and a relaxing bathroom with dual sinks and freestanding soaker tub. With expertly designed finishes, the Fenway is the one you've always dreamed of.  10 year Home Warranty backed by Liberty Mutual. Close to the town center, library, & public transportation. Come see what Lakeland Hills has to offer.  GPS Address: 144 Seekonk Street, Norfolk."|5|3/21/2024 3:33:00 PM|0|"N"|"Lakeland Hills"|"A"|"A"|10890|0.25|2940|2|"A,E"|"Y"|8|3|2|1|"Y"||||"1"||"K,2,64"|"1"||"K,2,64"|"1"||"K,2,5,64"|"2"||"I,64"|"2"||"V,64"|"2"||"V,64"|||"V,64"||||"1"||"B,L,U"|"2"||"A,24,L"|"2"||"A,14,22,L,6"|"2"||"L"|"OFC"|"1"|||||||||||||||||||||||"Norfolk"|"MA"|2023|0|0|"2024"|"A,N"|"2f;1h"|"F"|"A"|"A"|"Navy"|"A,9,M,V"|"D"|"C,E,M,U"|"B,C"|"A,G,Q,R"|"A,C,I"|2|"B,N"|2|"A"|"D,H,X"|"A"|"C"|"A,C,F,Y"|"N"||"N"||"N"|"N"||"Y"|"A"|4|"N"|2940||"F"
"SF"|73240119|"CN205213"|"AN4826"|"ACT"|779000|"66"|"Seekonk Street"||37||"02056"|"N"|"Renovated in 2023, this stunning home set on 1.29 acres featuring an open-concept design welcomes you into a cozy living room with a stylish shiplap fireplace. A chef’s kitchen boasts white shaker cabinets, a 10-ft island, Carrara Venatino Quartz countertops, stainless steel appliances, and a walk-in pantry. The 1st floor offers a spacious BR, a full BA, a half BA, and a versatile bonus room perfect for an office, family room, or playroom.  Adding practicality is a large mudroom with a separate storage room. Upstairs, the primary BR offers ample closet space that could easily double as an additional BR, and a luxurious full BA with a soaking tub, stand-up shower, and double vanity. A convenient laundry room completes this level. On the 2d floor is a third BR, currently used as a fitness room.  A blend of modern amenities with ample room for your family's needs, plus enjoy multiple upgrades including 13 new windows, radon remediation, an electric car charger, and basement vapor seal."|27|5/18/2024 6:35:00 AM|0|"N"||"A"|"L"|56192|1.29|2064|0||"Y"|10|4|2|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Norfolk"|"MA"|1850|475800|7408.2|"2024"|"A,N"|"2f;1h"|"A"||"A"|"White"||"D,V"|"C,D,M"|"C,D"|"G,I,J,K,M,Q,R"|"A,C,E"|2|"A,B,L,P"|2|"A"||"A"|"C"|"A,C,F,I,K,L,Y"|"N"||"N"|||"N"||"N"||3|"N"|2064|889|"A"
"SF"|73247499|"BB800908"|"AN6210"|"ACT"|2375000|"18"|"Keeney Pond Rd."||37||"02056"|"N"|"Welcome to 18 Keeney Pond Rd, a stunning custom-built European-style home that stands as a testament to luxury and craftsmanship. This magnificent residence, just two years young, is nestled on an expansive 3+ acre lot in the prestigious enclave of The Preserves at Keeney Pond. This residence offers a Chef's appointed kitchen that is a culinary masterpiece. Adorned with marble countertops, high-end appliances, and exquisite trim details.  A Butler's Pantry with a wet bar adds an extra layer of sophistication. The spacious family room with 10-foot ceilings sets the stage for comfortable gatherings and has a gas fireplace that adds warmth and ambience. This rare 1st-floor master bedroom suite offers a retreat with a tray ceiling, double closets and an elegant bath ensemble. The backyard will be loamed & seeded and is a blank canvas for creating your own Oasis. Close to major highways, shopping and commuter rail. Norfolk recognized by Safe wise offers a peaceful community to call home."|34|6/5/2024 12:05:00 PM|0|"N"|"Preserve at Keeney Pond"|"A"|"A,1"|149961|3.44|4439|3|"A,E,L,M"|"Y"|11|4|3|2|"Y"||||"1"|"16.5X15.8"|"K"|"1"|"20X20"|"K"|"1"|"20X20"|"K,O,U,X,2,5,8,47,59,60,63,64,65,67,77"|"1"|"17.3X19"|"G,I,K,42,47,64,67,76,77"|"2"|"13.7X18.7"|"A,G,I,K,27"|"2"|"14X17"|"A,G,I,K,27"|"2"|"16X13"|"G,I,K"||||"1"||"A,14,22,23,I,U,2,36,62,63,64,71,76,80"|"1"||"B,L,64,70"|"1"||"B,L,2,64,70"|"1"||"35,39,47,57,63"|"BTH"|"2"||"A,24,3,64"|"BTH"|"2"||"A,24,3,64"|"HMO"|"1"|"14X13"|"V,K,X,2,47,64"|"OTH"|"2"||"K,11,X,47"|"LOF"|"2"||"K,47"|||||"Norfolk"|"MA"|2021|1671200|27424|"2023"|"A"|"3f;2h"|"A"|"A"|"A"|"Grey"|"A,G,M,S,V,21"|"D,F,N,I"|"C,J,M,Q"|"B,C,F"|"A,H,M,Q"|"A,C,E,G,I"|3|"B,P"|3|"A"|"H"|"A"|"C"|"A,C,F,I,K,L"|"N"|||||"N"||||13|"N"|4439||"D"
"SF"|73250326|"CN227702"|"AN8307"|"ACT"|1299000|"4"|"Evans Ln"||37||"02056"|"N"|"This beautiful estate is situated in a quiet cul de sac abutting open space in Norfolk Massachusetts. This one-of-a-kind Contemporary Cape design is a carefully maintained, bright and airy 4-bedroom home. It features a large open kitchen, a spacious family room with vaulted ceilings and lots of comfortable family living areas. This home is a rare find in Norfolk, with its brick and clapboard exterior, surrounded by a manicured lawn and grounds. The private yard backs up to Stony Brook.Additionally, there is a guest house with full bathroom and small kitchen compliant with the recently passed Accessory Dwelling Unit (ADU) legislation throughout the state. This ADU has a magnificent open oak staircase to a sleeping loft, with carpet throughout. There is a washer/dryer hook-up conveniently located in the basement. This structure has its own one car garage with storage. Ideal for multi-generational living, private guest sanctuary, home office or an income generating rental."|37|6/11/2024 9:38:00 AM|0|"N"||"A"|"C"|291095|6.68|3688|3|"A,E,M,P"|"Y"|9|4|3|1|"Y"|"1"|"19X13"|"K,X,27,42,62,67"|"1"|"12X15"|"K,X,27,42,44,55,62,63,67"|"1"|"13X21"|"C,F,G,72,M,X,27,41,42,44,47,54,63,64,81"|"1"|"19X15"|"K,T,U,X,5,8,25,26,27,35,41,42,44,47,51,60,63,64,67"|"2"|"16X19"|"A,G,72,I,M,27,42,64"|"2"|"12X15"|"I,M,27,42,64"|"2"|"12X13"|"V,M,27,42,64"|"2"|"12X15"|"I,M,X,27,42,64"||||"2"|"15X7"|"A,14,22,H,L,6,36,47"|"2"|"7X11"|"A,24,H,L,64"|"1"|"5X7"|"13,22,L,64"|"2"|"9X12"|"L,39,40,57"|"BTH"|"1"|"5X5"|"B,K,64"|||||||||||||||||||||"Norfolk"|"MA"|2000|1076455|16760|"2024"|"A,M"|"3f;1h"|"A"|"A"|"A"|"Blue"|"A,9,D,M,O,S,T,U,15"|"A,C,D,F,N,Q,T"|"A,C,E,M"|"B,F"|"A,G,I,J,M,Q,R"|"A,G"|3|"A,B,L,P"|3|"A,E"|"A,B,D,H"|"E"|"C"|"A,C,F,I,K,L,M"|"N"||"N"||"N"|"N"|"The guest house is an ADDITIONAL 900 s.f. not included in the main house footage."|"N"||8|"N"|3688||"A"
"SF"|73264883|"CN211464"|"AN8570"|"ACT"|1087900|"4"|"Waites Crossing Way"||37||"02056"|"N"|"Introducing Waites Crossing, Norfolk's newest cul-de-sac neighborhood of luxury single family homes and townhomes.  Now under construction, this 4-bedroom 2.5 bath homestyle includes a turnkey solar energy system.  Dine casually around your kitchen island or in your breakfast nook and for special occasions, in your formal dining room.  A generous sized family room with fireplace is conveniently open to the kitchen.  An additional first floor space can be used as a formal living room or work from home office.  Your primary bedroom comes complete with two walk-in closets and en-suite bath that features a soaking tub, double vanity and tiled shower.  Three additional bedrooms, full bath and laundry room round out this perfect 2nd floor.  Beautiful finishes and generous builder allowances.  Schedule your visit and start customizing your new home.  Benefit from Norfolk's strong public school system, accessibility to conveniences and a bucolic setting."|3|7/15/2024 5:50:00 PM|0|"N"|"Waites Crossing"|"A"|"A"|19751|0.45|2776|2|"A,E"|"Y"|10|4|2|1|"Y"|"1"|"13X10"|"K"|"1"|"13X13"|"K"|"1"|"15X15"|"C,K"|"1"|"14X15"|"K,U,5,25,41,47,51"|"2"|"16X14"|"A,I,M"|"2"|"13X15"|"V,M"|"2"|"13X10"|"V,M"|"2"|"13X10"|"V,M"||||"1"||"B,L,U"|"2"||"A,19,L,U,36,80"|"2"||"A,24,H,L,U,36"|"2"||"L"|||||||||||||||||||||||||"Norfolk"|"MA"|2024|0|15.57|"2024"|"A,N"|"2f;1h"|"F"|"A,M"|"A"||"A,9,M,S"|"D,V"|"C,E,M"|"C"|"A,I,Q"|"A,C,G"|1|"I,O"|1|"D"|"H"|"A"|"C"|"B,F,H,P,S,Y"|"N"||"N"||"N"|"N"||||4|"N"|2776||"F"
"SF"|73265646|"K0002022"|"K01250"|"ACT"|850000|"187"|"Seekonk St"||37||"02056"|"N"|"Welcome to the Stephen Turner House circa 1750. This home is situated on a mature level lot including lawn and gardens with a backdrop of majestic trees and stone walls. The 14 room floor plan offers historic detail at every turn, with fireplaces, fine wood moldings, early hardware and wide pine floors. Newer systems and updates have been architectural integrated with pleasing results, making for modern living which blends in seamlessly. A spacious screened porch overlooks the rear yard and kitchen garden and patio. There is also a detached three bay garage with a workshop area. Come discover this classic and enjoy the ample and quality living space."|40|7/21/2024 6:29:00 PM|0|"N"||"A"|"A,K"|55823|1.28|3275|3|"B,E,H"|"Y"|14|4|2|1|"N"|"1"|"13X15"|"C,9"|"1"|"14X15"|"C,28,9,30"|"1"|"12X25"|"C,9"|"1"|"15X17"|"C,7,U,34,64"|"2"|"12X16"|"C,I,V,M,37"|"2"|"14X14"|"V,9,30"|"2"|"14X15"|"V,9"|"2"|"9X12"|"9"||||"1"|"6X6"|"B,L"|"2"|"4X9"|"A,21,L"|"2"|"4X12"|"A,19,3"|"1"|"5X10"|"W,7,9,39,57"|"SIT"|"1"|"11X16"|"C,28,9,55"|"HMO"|"1"|"9X16"|"C,28,W,9"|"SIT"|"2"|"10X12"|"9"|"OFC"|"2"|||||||||||"Norfolk"|"MA"|1750|600000|9342|"2024"|"A,N"|"2f;1h"|"B,C"|"G"|"A"|"Brown"|"12,D,M,14"|"C,D,H,V"|"A,C,D,E,O"|"A,C,S"|"A,G,I,L,Q"|"A,C,E"|2|"B,M"|0|"H"|"D,H"|"E"|"C"|"A,C,F,I,K,L"|"N"||"N"||"N"|"N"||||6|"N"|3275|0|"F"
"SF"|73266538|"CN243724"|"AN6936"|"ACT"|1599999|"45"|"Berkshire Street"||37||"02056"|"N"|"Turn-key porch front colonial rests on sweeping manicured corner lot in Maple Park Estates. Located 15 min from Gillette, 5 min to T and easy access to shopping, schools, and many other amenities. Eat-in kitchen w/ sleek cooktop, dual oven and marble countertops. Entertain by a soaring ceiling-to-floor stone veneer fireplaced family room w/ doors to screened in porch, NEW vinyl staircase to fenced in yard w/ refreshing inground pool. Open concept dining + living area w/ French doors to balcony overlooking private grounds. Main level office space or library w/ beautifully appointed fireplace. Upstairs 4 large bedrooms w/ walk in closets, 3 full bath and laundry room. Third level extends to renovated loft w/ dual skylights. Finished, walk-out lower level offers perfect opportunity for an in-law with bonus bed, full bath, kitchenette, bar and custom entertainment center for home theater. NEW roof, siding, pool filter, water heater, HVAC, hardwood flooring, fresh paint and more!"|36|9/14/2024 2:54:00 PM|0|"N"|"Maple Park Estates"|"A"|"A"|41772|0.96|5200|3|"A,E"|"Y"|12|4|4|1|"Y"|"1"|"13'4""X14'9"""|"F,K"|"1"|"13'3""X16'7"""|"K,11,X,44"|"1"|"23'7""X15'9"""|"C,72,K,35"|"1"|"13'8""X13'6"""|"K,T,U,5,25,44,47,63"|"2"|"22'10X22'8"""|"A,F,I,K,36"|"2"|"12'8""X11'5"""|"V,K"|"2"|"13'4""X12'2"""|"I,K"|"2"|"13'3""X12'9"""|"A,I,K"|"B"|"16'2""X16'4"""|"M"|"1"|"5'10""X5'6"""|"B,L"|"2"|"8'1""X11'"|"21,H,36"|"2"|"7'9""X9'10"""|"22"|"2"|"7'4""X7'7"""|"39,57"|"LAW"|"B"||"A,W,T,U,X,5,8,27,41,44,48,81"|"BTH"|"2"|"10'7""X18'3"""|"A,14,H,6,17"|"BTH"|"B"|"10'1""X7'5"""|"22,70"|"OFC"|"1"|"12'9""X11'5"""|"C,W,K"|"LOF"|"3"|"31'5""X15'4"""|"E,W,7,10"|||||"Norfolk"|"MA"|2003|1179700|18368|"2024"|"N"|"4f;1h"|"A"|"A"|"A"|"Taupe"|"A,12,C,8,D,F,H,M,S,T,W"|"F,N"|"M"|"A,N,P"|"A,D"||4|"B,M"|4|"A"||"A"|"C"|"B,C,H,I"|"N"|||||"N"|"Floor plan for marketing purposes"|||9|"N"|5200|1196|"A"
"SF"|73272171|"TM352281"|"BB5915"|"ACT"|1795000|"16"|"Analore Circle"||37||"02056"|"N"|"Discover the epitome of luxury living at 16 Analore Circle, Norfolk, MA. This stunning Colonial-style home, on a beautifully landscaped 1.15-acre lot. Step into elegance with a two-story foyer featuring a bridal staircase. The main level's open floor plan includes a sunken living room with a fireplace, a formal dining room with a tray ceiling, and a family room with cathedral ceilings and a stone fireplace. The gourmet kitchen is a chef’s dream, equipped with stainless steel appliances, stone countertops, and three large kitchen island. The second floor offers a luxurious primary suite with a walk-in closet and a spa-like private bath. Additional bedrooms are spacious and well-appointed. The finished lower level includes an in-law suite with a full kitchen and a game room, opening to the expansive backyard. Located in a prime area with access to shopping, parks, and top-rated schools, this home combines comfort and convenience."|34|8/29/2024 9:04:00 AM|0|"N"|"Analore Estate"|"A"|"A"|50093|1.15|6403|3|"A,C,E,L"|"Y"|12|5|6|1|"Y"|"1"|"23X22"|"C,M,2,44,47,54"|"1"|"17X23"|"K,2,44,47,77"|"1"|"21X21"|"C,F,G,72,K,2,44,47"|"1"|"36X16"|"K,O,T,U,2,5,44,47,51,60,63,74"|"2"|"18X23"|"A,I,K,47"|"2"|"14X17"|"A,M,47"|"2"|"17X17"|"V,M,47"|"2"|"14X19"|"M,37"|"B"||"L"|"1"||"B,K"|"2"||"A,22,L,R,U,36,47"|"1"||"A,20,L,U"|"2"|"11X12"|"W,L,47"|"OFC"|"1"|"15X12"|"K,X"|"DEN"|"1"|"18X17"|"29,K,2,47,81"|"GRM"|"B"||"B,C,L,44,47"|"LAW"|"B"||"A,24,L,O,5,44,47,51"|"SUN"|"1"||"G,72,L"|||||"Norfolk"|"MA"|2010|1237000|19266|"2024"|"A,N"|"6f;1h"|"A"|"A"|"A"|"Dove grey"|"A,M,S,T,U,V,21"|"C,D,N,Q"|"C,E,M"|"B,C,R,S"|"A,D,F,M"|"A,C,E"|5|"B,P"|5|"A"|"D,W"|"A"|"C"|"P,R,S,T,1"|"N"|||||"N"|"An additional 3,473 sq ft in the lower level."|||23|"N"|6403||"A"
"SF"|73277667|"TM344785"|"K95546"|"ACT"|759995|"20"|"Rockwood Rd"||37||"02056"|"N"|"Indulge in luxury living with this exquisite 3-bedroom, 2-bathroom home that exudes sophistication and style. The master suite features a walk-in closet with custom built-ins and rain showers in both bathrooms. The open concept kitchen, is a chef's dream with stainless steel appliances, a gas range, quartz countertops, white soft-close cabinets, and a spacious island that is perfect for meal preparation and casual dining. The living room is a showcase of modern design, complete with custom built-in entertainment features. The residence has been completely renovated, offering hardwood floors throughout, new electrical, plumbing, and HVAC systems to ensure comfort and peace of mind for the discerning homeowner. Whether you seek tranquility or a space to entertain loved ones, the large backyard and inground pool are the perfect setting. Embrace a lifestyle of luxury and convenience in this property that will exceed all expectations. Welcome home to a world of elegance and comfort."|29|9/6/2024 6:49:00 AM|0|"N"||"A"|"O"|31265|0.72|1534|0||"Y"|7|3|2|0|"Y"|"1"||"W,L,2,44,47,48"|"1"||"K,2,44,48"||||"1"||"K,U,2,5,44,47,48"|"1"||"A,I,W,K,2,48"|"1"||"K,48"|"1"||"K,48"|||||||"1"||"A,19,L,2,48"|"1"||"A,19,L,48"||||"B"||"7,41,48"|||||||||||||||||||||||||"Norfolk"|"MA"|1926|364400|5674|"2024"|"A"|"2f;0h"|"D"|||"White"|"H"||"A,C"|"C"||"A"|1|"A,B,N"|1|"A"|"H"|"A"|"C"|"A"|"N"|||||"Y"||||6|"N"|1434|100|"A"
"SF"|73279365|"BB807776"|"AN5657"|"ACT"|559900|"9"|"KINGSBURY RD"||37||"02056"|"N"|"Welcome to your dream home! This spacious  2-bedroom open-concept layout perfect for modern living. The inviting living area flows seamlessly into a cabinet packed kitchen, making it ideal for entertaining. Retreat to the grand main bedroom with walk in closet. Second  bedroom offers ample natural light and cozy comfort. Step outside into your private oasis—a beautifully fenced yard with a stunning in-ground pool. Enjoy sunny days lounging poolside or hosting summer barbecues in the expansive outdoor space. Additional features include a well-maintained lawn, four season heated sun room,  convenient storage options, heated garage  and a quiet, neighborhood. Expansive lower level just waiting for your finishing touches. Don't miss this opportunity to own a slice of paradise also short  distance to local Kingsbury Pond, hiking trails, barn, the train and doggy daycare."|37|8/20/2024 11:18:00 AM|0|"N"||"A"|"E"|31609|0.73|1689|1|"A"|"Y"|6|2|1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"Norfolk"|"MA"|1952|471400|7340|"2024"|"A"|"1f;1h"|"A"|"A"|"A"||"D,H,O"||"C,E,M"|"S"|"A,E"|"A"||"B,M,O,P"||"A"||"A"|"C"||"N"||"N"|||"N"||||5|"N"|1689||"A"
